,0,1,2,3
112,PRESIDENTE," Yo creo que ha sido muy completo y, además, de avance rápido. ",2020-06-09,100
113,PRESIDENTE DE LA FUNDACIÓN RENOVABLES (Ferrando Vitales) ," O sea, que no puedo extenderme más. ",2020-06-09,100
114,PRESIDENTE," No, no puede extenderse más. (Risas) . ",2020-06-09,100
115,PRESIDENTE DE LA FUNDACIÓN RENOVABLES (Ferrando Vitales) ," Solamente, presidente, quiero agradecer la atención que me han prestado y sus palabras. Por supuesto, por la inocencia de mi edad, yo les reitero que me voy con la satisfacción de ver que no hay tantas diferencias entre los distintos grupos políticos y de pensar en un futuro sostenible, que a lo mejor hasta es posible. Muchas gracias. (Aplausos) . ",2020-06-09,100
116,PRESIDENTE," En nombre de todos los miembros de la Comisión le damos las gracias por la comparecencia, por las explicaciones, por haber traído propuestas e incluso por habernos traído un documento; quizás, tenía que haberlo pasado también a la firma, ya que había cierto consenso, para que lo cogiéramos al vuelo. Estoy seguro de que estas propuestas las usaremos para mejorar nuestras conclusiones para la reconstrucción social y económica de nuestro país, que es nuestro objetivo. La siguiente comparecencia es a las siete, suspendemos la sesión hasta ese momento. (Pausa) . - DON FRANCISCO SEGURA CASTRO, REPRESENTANTE DE G-5 -ALIANZA DE ORGANIZACIONES ECOLOGISTAS. (Número de expediente. 219/000112) . ",2020-06-09,100
117,PRESIDENTE," Señorías, reanudamos la sesión y lo hacemos con el último punto del orden del día de hoy, que es la comparecencia de don Francisco Segura Castro, representante del G-5, la Alianza de Organizaciones Ecologistas, al que agradezco, en nombre de la Comisión, que haya tenido la amabilidad de acompañarnos en esta sesión, cuyo objetivo es la reconstrucción social y económica de nuestro país. Sin más, le cedo la palabra. ",2020-06-09,100
118,REPRESENTANTE DE G-5 -ALIANZA DE ORGANIZACIONES ECOLOGISTAS (Segura Castro) ," Buenas tardes. También por nuestra parte quiero manifestar el agradecimiento por darnos la oportunidad de expresar aquí nuestro punto de vista sobre este tema tan importante que nos atañe a toda la sociedad. He de decir que hablo en representación de las cinco principales organizaciones ecologistas de ámbito estatal del Estado español: Amigos de la Tierra, Ecologistas en Acción, Greenpeace, SEO/BirdLife y WWF. Informalmente entre nosotros nos llamamos G-5, como una broma, que parece ser que ha trascendido y ya va a figurar hasta en el Diario de Sesiones. Era una broma que parece que toma cuerpo de naturaleza. Somos las cinco principales organizaciones ecologistas. Quería advertir inicialmente que no me voy a detener mucho en plantear medidas ni acciones concretas porque esas se las hemos facilitado por correo electrónico para que se las distribuyan tanto de forma conjunta las cinco organizaciones como cada una de ellas y ahí están bien detalladas, bien explicadas y bien argumentadas. Por el contrario, me voy a centrar más en una serie de criterios y reflexiones que creemos que son tremendamente pertinentes en esta Comisión de cara a las recomendaciones que acaben haciendo para la reconstrucción social y económica, y más teniendo en cuenta que buena parte de los grupos aquí representados han afirmado que la salida de esta crisis tiene que ser verde. Estos criterios y reflexiones son diez. Empiezo con ello. El primero sería hacer caso a la ciencia. La ciencia nos ha permitido controlar lo peor de la epidemia de coronavirus. Atendiendo a sus recomendaciones y con mucho sufrimiento y esfuerzo colectivo hemos conseguido reducir drásticamente los contagios. Sin embargo, estamos ignorando esta misma ciencia en relación con las medidas que políticos y sociedad tenemos que adoptar frente a la gravedad del cambio climático y la pérdida de biodiversidad. Son asuntos en los que hay un consenso científico apabullante y las advertencias, que vienen de muchos años atrás, son cada vez más perentorias y preocupantes. Por citar alguna de las cosas que son objeto de preocupación, las zoonosis, es decir, como saben, las enfermedades que se transmiten de los animales a las personas, aumentan precisamente por la destrucción de los ecosistemas y de la biodiversidad. Y no es para tomarlo a la ligera: el 70 % de las enfermedades emergentes humanas en los últimos cuarenta años son zoonosis; estamos hablando del ébola, el sida, el SARS, la gripe aviar, la gripe porcina y ahora la COVID-19 que tan bien conocemos, o sea que el asunto es francamente serio. Cuando hablamos de cambio climático, los efectos también son muy conocidos, pero a poco que los pensemos resultan demoledores: aumento de las pandemias, enfermedades, inundaciones, sequías, desertificación, inseguridad en la producción de alimentos, grandes incendios y otras catástrofes similares que, por desgracia, cada vez están siendo más frecuentes. Espero que esto que voy a decir no suene frívolo, pero, por dura que esté siendo la pandemia de la COVID, apenas es un aperitivo comparado con lo que nos espera en relación con el cambio climático si no reaccionamos de forma decidida y contundente para atajarlo. Eso lo está diciendo una y otra vez la comunidad científica y, desgraciadamente, no estamos haciendo caso. La segunda reflexión que quería hacer es que no podemos atajar la emergencia ecológica haciendo lo mismo que la está provocando. El metabolismo de nuestro sistema económico hace que en el mundo consumamos recursos que necesitarían de 1, 7 planetas para producirlos o para renovarlos cada año. Por tanto, estamos creciendo a costa de nuestra despensa. Y en España la situación es todavía peor. Necesitaríamos tres veces la superficie española para generar todos los recursos que gastamos o que despilfarramos cada año. Por tanto, lo hacemos gastando de nuestra reserva, pero sobre todo expoliando otras zonas del mundo. Si, según el consenso científico, la senda que lleva la humanidad nos conduce a una crisis ecológica, y también económica, catastrófica, es obvio que no podemos continuar con estas mismas dinámicas económicas que nos empujan a este callejón sin salida. El crecimiento continuo económico, basado en consumir cada vez más recursos y generar más residuos, sencillamente es imposible en un planeta finito, en un planeta limitado. Esto es una obviedad, pero no parece entenderse con las dinámicas que se plantean día a día. Por eso, pedimos que nos ajustemos a los límites del planeta. La reducción de la disponibilidad de materiales y de energía por habitante no es una opción; va a ocurrir queramos o no, y es mucho mejor que nos organicemos para afrontarla y gestionarla lo mejor posible. Por tanto -esta sería la consecuencia-, debemos aprovechar la salida de esta crisis de la COVID para cambiar drásticamente de rumbo y convertir esta circunstancia en una oportunidad de transformación económica y social a la que nos están empujando todas las evidencias. Otra reflexión. Tenemos que evitar la huida hacia adelante. A pesar de esto que estamos comentando hay muchos sectores económicos que están abogando por continuar y acelerar algunas de las dinámicas que nos han llevado a esta crisis ecológica. Por ejemplo, la industria de la energía fósil, el sector de la automoción y la aviación, la industria química o la construcción insostenible y especulativa están presionando -y a veces consiguiéndolo- para lograr una desregulación ambiental y ayudas económicas para mantener e incrementar algunas de estas actividades insostenibles. Ya se están aprobando algunas de estas ayudas, y sin ni siquiera imponer condicionantes ambientales y sociales en muchos casos. Y también hay comunidades autónomas que están legislando para eliminar estos controles ambientales, permitir mayores niveles de contaminación y facilitar la vuelta a la especulación urbanística, olvidando las trágicas consecuencias que estas dinámicas de acelerar la construcción y el ladrillo tuvieron en la crisis de 2008. Hablamos de Murcia, de Andalucía, de Madrid, de Cataluña, de Baleares; son algunas de las que ya están avanzando en esta línea. El propio Ministerio de Transporte, Movilidad y Agenda Urbana está planteando un cambio legal para desbloquear planes urbanísticos que han parado los tribunales. O sea, que desde muchos lados se vuelve a dar a la máquina de generar insostenibilidad. Y esto no es solo una opinión de las organizaciones ecologistas, sino que lo dicen todos los organismos, y voy a leer uno de los documentos de la OCDE, nada sospechosa de ser radical, que lo recoge: recomienda no desmantelar las normas ambientales existentes como parte de los planes de recuperación como garantía de que la salida de la crisis sea razonable. Por eso consideramos que los fondos públicos deben ser utilizados ahora más que nunca para proteger a las personas, mejorar el sistema sanitario y el resto de servicios públicos e invertir -fundamental en esta etapa- en los cambios estructurales que nos permitan afrontar la emergencia ecológica a la que nos enfrentamos. Cuarta reflexión. El medio ambiente y la sostenibilidad son la solución, no el problema. En muchas de estas dinámicas de huida hacia delante, como los recortes en la legislación ambiental que acabamos de mencionar, subyace la idea de que el medio ambiente es un freno a lo verdaderamente importante: la economía. Esto es lo que se piensa o se dice, pero, tal y como nos señala la ciencia, ni mucho menos la disyuntiva es esa. No es una controversia entre medio ambiente y economía. La dialéctica está entre tener un planeta sostenible o no tenerlo, esa es la disyuntiva que tenemos por delante. La OMS lanzó hace unos años el concepto de 'One Health' basado en la premisa de que solo podemos garantizar la salud humana en un entorno de salud animal y de los ecosistemas. No es posible la salud humana en un mundo enfermo. El aire limpio, el agua y el suelo sin contaminantes y los alimentos saludables resultan imprescindibles para nuestro bienestar y para nuestra salud. Simplemente hay que recordar que cada año fallecen en España 30 000 personas a causa de la mala calidad del aire. Esta es una cifra equiparable a los muertos que llevamos por la COVID y, sin embargo, lo toleramos año tras año sin que se pongan los mecanismos para cambiarlo. Los organismos científicos, como el Ipbes, nos advierten de que las cinco grandes amenazas sobre el planeta -la destrucción del hábitat, la sobreexplotación, la contaminación, las especies invasoras y el cambio climático- son ni más ni menos que el resultado de la presión que genera nuestra economía. Ya hemos comentado que estos desequilibrios fomentan la aparición de pandemias, pero, además, el cambio climático ya está provocando que muchos vectores de transmisión de enfermedades, como los mosquitos, estén ampliando muchísimo su radio de acción. Una y otra vez y por unos u otros motivos la ciencia nos está recordando que tenemos que apostar por un medio ambiente sano. Quinta reflexión. No hay tiempo que perder. Igual que hemos comprobado con la pandemia de la COVID que cuanto más tardamos en ponernos a aplanar la curva, más difícil es todo, lo mismo ocurre con el cambio climático o con la pérdida de biodiversidad. Cuanto más tardemos en reaccionar, más graves y costosas van a ser las consecuencias para nuestras sociedades y me temo que de un orden de magnitud muchísimo mayor que el de la COVID. La ciencia es muy clara y los plazos que está marcando son apremiantes. En cuanto a la biodiversidad, ya estamos inmersos en la sexta gran extinción de especies, pero tenemos la posibilidad de acelerarla o de frenarla. La comunidad científica nos indica que en una década muchos ecosistemas podrían perder su funcionalidad y, por lo tanto, dejar de proporcionarnos servicios básicos y gratuitos, como puede ser la generación de agua potable. En lo referido al cambio climático, ya no es un futurible, es una realidad tangible. Que se lo digan, si no, a las personas que en España en el último año han tenido que achicar el agua de sus casas en cuatro ocasiones por las sucesivas oleadas de borrascas que hemos tenido. Lo que está ahora en discusión sobre el cambio climático no es si existe o no, sino su magnitud. El IPCC afirma que nos quedan a lo sumo diez años para tomar medidas muy ambiciosas que hagan que el aumento de la temperatura se quede en unos límites tolerables y manejables, el famoso grado y medio de aumento de temperatura. Es decir, no tenemos margen temporal para equivocaciones. No tenemos margen temporal para avanzar en una dirección, retroceder y luego avanzar en la correcta. Hay que salir ya de partida en la dirección adecuada. Por eso, no son admisibles las ayudas o los incentivos a prácticas insostenibles. Lo que es perentorio es cambiar esas dinámicas negativas que nos llevan a un callejón sin salida y apostar por prácticas sostenibles que, hoy por hoy, son las únicas que tienen posibilidad, viabilidad y futuro. Otra cuestión que queríamos destacar es que la transformación verde genera mucho empleo. Está claro que todos estos cambios que se están comentando supondrán importantes desajustes y pérdidas de puestos de trabajo en diversos sectores -es una obviedad- y, desde luego, habrá que atender a los problemas sociales que genere esta situación con el criterio de rescatar a los trabajadores y las trabajadoras, pero no a las empresas insostenibles. Pero también es cierto que la apuesta por el medio ambiente y la sostenibilidad tiene un gran potencial de generación de empleo, en buena medida no deslocalizable. Hablamos de cientos de miles de empleos potenciales en sectores como las energías renovables distribuidas, la agricultura o la ganadería ecológica, la recuperación y restauración de ecosistemas, la transformación sostenible de procesos industriales, la rehabilitación energética de edificios, la movilidad sostenible, la recuperación de materiales, reparación y reducción de residuos. Todos esos sectores son grandes generadores de empleo. Además, la crisis de la COVID-19 ha puesto de manifiesto una gran necesidad de empleos en el sector de los cuidados y de mejora de los servicios públicos; ahí tenemos otro campo grande donde generar empleos que se puedan perder en otros sectores. Es importante también destacar que muchos de estos empleos se producirán en medios rurales, lo que quizá permita revertir las dinámicas que están conduciendo a lo que se viene en llamar la España vaciada. En todo caso, la clave está en repartir el trabajo, reducir las jornadas laborales para que haya trabajo para más personas en los sectores sostenibles y compatibles con este panorama de sostenibilidad ecológica. La séptima reflexión que les quería plantear es que las políticas deben ser coherentes y alineadas con los objetivos de sostenibilidad. Del mismo modo que hemos estado actuando para enfrentarnos a la pandemia del coronavirus condicionando todas y cada una de nuestras actuaciones a esa lucha, la batalla contra la emergencia ecológica debe también alinear todas las actuaciones con este objetivo. La reconstrucción debe apostar por un cambio en la matriz productiva que sustituya los sectores o actividades más contaminantes por un tejido que satisfaga las necesidades de la población, pero respetando los límites ambientales. Resulta imprescindible que condicionemos la distribución de fondos de estímulo y de rescate a criterios que fomenten esta transición ecológica justa que persigan como mínimo los objetivos de descarbonización que tiene el Acuerdo de París, que reviertan la pérdida de biodiversidad, que respeten la Agenda 2030 y que reduzcan las desigualdades sociales. Sería un error histórico que los importantes fondos europeos que se están comprometiendo para esta reconstrucción, como los 61 000 millones de euros que están previstos para la transformación verde dedicados a España, no se utilicen con estos criterios, perderíamos una oportunidad absolutamente histórica de cambiar el rumbo de nuestra economía. También es urgente una reforma fiscal ambiental que desincentive el consumo excesivo de recursos naturales y la contaminación y, por el contrario, prime y fomente las acciones sostenibles. En España estamos en el furgón de cola en este tipo de fiscalidad, tenemos mucho que avanzar ahí. También hay que aprovechar esta coyuntura para reorientar la PAC y la Política Pesquera Común hacía objetivos de sostenibilidad. Toda la normativa que se apruebe desde ahora no debería ignorar esta situación, esta circunstancia de emergencia ecológica en la que nos encontramos. Por ejemplo, el recién presentado proyecto de ley de cambio climático y transición energética, las estrategias de economía circular, la futura ley de residuos que se va a aprobar en breve, por citar algunos ejemplos, son normativas que deben marcar el camino a seguir y aumentar su ambición para ajustarse a los objetivos y a los límites que nos están marcando la ciencia y el conocimiento científico. En esta alineación de políticas hay que destacar la necesidad de atajar las reglas que rigen el sistema financiero, que a menudo funcionan con esquemas y regulaciones contrarias a los criterios de sostenibilidad. Acuerdos comerciales, como el Tratado de la Carta de la Energía, son un ejemplo de cómo se priorizan los intereses de las grandes corporaciones frente a intereses comunes de la ciudadanía. Por eso resulta necesario abandonarlos como, por cierto, ya han hecho algunos países. También para un cambio de esta magnitud resulta necesario instaurar mecanismos de gobernanza que faciliten la transparencia en la participación pública y el seguimiento de las políticas. Octava reflexión. Nada de esto se puede hacer sin justicia social. Tenemos que extraer enseñanzas de la anterior crisis, la de 2008, cuya salida creó un gran sufrimiento y el aumento de desigualdades en una proporción muy grande de la ciudadanía. Para las organizaciones ambientales la transformación ecológica debe incorporar la justicia social. Nada de lo que estamos planteando es viable ni justo si no se hace en un marco de redistribución de los recursos. En este proceso debe jugar un papel determinante la atención y la generación de alternativas para las personas de aquellos sectores que vean reducida su actividad por insostenible. Es necesario acelerar la transición justa que ponga a las personas en el centro capacitándolas para los nuevos desafíos. Un aprendizaje importante de la actual crisis de la COVID es que los trabajos más necesarios y más sostenibles son también aquellos menos valorados. Sin corregir estas desigualdades sociales, repartir el trabajo productivo y reproductivo y reducir la jornada laboral no hay posibilidades reales de abordar una verdadera transición ecológica y justa. Y sin olvidar que la justicia social debe incluir la solidaridad con las generaciones futuras; si no cambiamos, les estaríamos negando el derecho a un futuro digno. La novena y penúltima reflexión es destacar que somos perfectamente capaces de hacer todo esto. La actual pandemia ha puesto de manifiesto que somos capaces de tomar, al unísono, medidas drásticas globales de enorme calado, impensables solo unas semanas antes, para afrontar conjuntamente un problema global. A la vez, somos capaces como sociedad de crear redes autogestionadas de cercanía para apoyar que nadie en nuestros barrios y en nuestros pueblos se quede sin recursos. Es decir, si queremos, podemos; si se quiere, se puede. Si hay voluntad y determinación, es posible este cambio hacia la sostenibilidad que nos está demandando la ciencia. Además, nunca como hasta ahora ha existido el grado de conciencia ambiental que existe en nuestra sociedad, especialmente entre la gente más joven. De modo que no podemos perder este tren. Necesitamos acelerar el cambio hacia una economía descarbonizada y verde que proteja y restaure la naturaleza, la salud, pero que contribuya al mismo tiempo al bienestar de las personas. Y todo esto hay que hacerlo en este país, en España, el Estado europeo más rico en biodiversidad, pero también el más vulnerable a los efectos del cambio climático. La transición ecológica es una oportunidad única para nuestro país. Somos ricos en viento, en sol, en capital natural. Además, como hemos dicho, habrá muchos fondos europeos disponibles para impulsar esta necesaria transformación verde en España. El momento de hacerlo es ahora. La última reivindicación que hacemos desde las organizaciones ambientales es la de poner la vida en el centro. Otro aspecto que ha mostrado la crisis del coronavirus es la importancia de disfrutar de un medio ambiente sano en condiciones de vida dignas y de tener unas relaciones sociales de calidad frente al poco valor que tiene en estas circunstancias la acumulación de bienes materiales. Por ello es primordial un modelo cultural que ponga en valor el cuidado de la tierra y de las personas. La evolución de nuestro planeta no se ha producido en su mayor parte ni en la más relevante, tal y como pensamos y nos enseñaron en la escuela, con la lucha y la supervivencia del más fuerte, sino fundamentalmente, como nos enseñan científicas como Lynn Margulis, a través de procesos de simbiosis y colaboración, incluso a nivel de organismos unicelulares. Cooperación y colaboración mucho mejor que confrontación. Esta crisis solo se puede abordar a través de la acción colectiva global, lo que implica dejar atrás la competitividad y el individualismo y buscar acuerdos de amplio consenso social basados en la solidaridad, la cooperación y la importancia de los bienes comunes y colectivos. La economía al servicio de la vida, de una buena vida, digna pero sin despilfarro de recursos. En resumen, debemos entender que la forma más segura de hacer frente a la crisis ecológica, económica y social de nuestro tiempo exige que la transición hacia la descarbonización vaya de la mano de un profundo cambio estructural de la economía que valore como es debido al mundo rural y establezca nuevos puentes con el medio urbano; que desarrolle la agroecología y transite hacia una producción industrial más ecológica y circular, pero sobre todo que no siga la lógica agresiva y depredadora de recursos que imponen los mercados, sino que ponga en valor los cuidados a las personas y a todas las formas de vida desde principios colaborativos. En definitiva, necesitamos una reconstrucción económica que apueste por la salud del planeta y el bienestar de las personas, que ponga la vida en el centro. Las organizaciones ecologistas ofrecemos toda nuestra colaboración para este objetivo y pedimos a esta Comisión para la Reconstrucción Social y Económica, a los partidos que la componen y a sus representantes que, por favor, estén a la altura de este reto crucial. Gracias. ",2020-06-09,100
119,PRESIDENTE," Muchas gracias, señor Segura. Empezamos el turno de los grupos y lo iniciamos con Teruel Existe y el señor Guitarte Gimeno. ",2020-06-09,100
120,GUITARTE GIMENO," Buenas tardes. Gracias por su comparecencia y sus explicaciones. Yo quería hacer una reflexión. En cierta manera o en ciertos momentos me considero ecologista profundo; me gustaría que fuese todo el tiempo. Los ecologistas sabemos que el territorio y el paisaje es una construcción histórica y social. Realmente hay muy pocos paisajes a los que podríamos llamar vírgenes, salvo si nos referimos a la Antártida o a puntos de montañas muy específicos. Es decir, la presencia del hombre es muy habitual en los paisajes. Los paisajes en España son paisajes antropizados o humanizados. En ese sentido, todos nuestros territorios, los territorios rurales, que son los que nosotros más podemos estar representando, aportan un paisaje, aportan recursos, aportan naturaleza. ¿Reconocen esa función que realizan o creen que la sociedad reconoce esa función que realizan los habitantes del medio rural en la custodia de ese territorio? Por otra parte, ¿creemos que esa custodia del territorio que realizan en el ámbito social, ecológico, económico, debe ser recompensada de alguna manera por el resto de la sociedad? Por poner un ejemplo muy evidente, nuestras montañas capturan el CO2 de las ciudades, pero nadie ha planteado que haya una retribución por esa captura. Mientras, hay un mercado casi libre de cuotas de emisión de CO2 entre las distintas centrales, nadie ha propuesto pagar al que realmente hace la captación masiva de ese CO2; mientras entre ellos comercian, el mundo rural, que es el territorio menos poblado, que es el que aporta esa captación, no está retribuido de ninguna manera. Pensamos, primero, que hay muchas formas de concebir en la ciudad que eso es necesario y, segundo, de retribuir esas funciones, porque hay muchas funciones que hasta ahora no han sido retribuidas precisamente porque lo han hecho quienes lo han hecho. Probablemente, si esa captación se hubiera hecho en una ciudad, estaría retribuida hace tiempo. Parte de ese olvido, parte de ese abandono del Estado es también no reconocer las funciones de sostenibilidad que hacen las personas del mundo rural. Para nosotros, la sostenibilidad medioambiental parte necesariamente de una sostenibilidad previa del territorio. Si el territorio no se sostiene, si no hay actividad que lo mantenga, la sostenibilidad medioambiental va a ser muy difícil; proliferarán los incendios, etcétera. Por eso, nosotros nunca vemos como perjudicial que haya humanización del paisaje porque es lo tradicional en nuestro territorio. Quizá estamos lejos de las posturas generalistas del rewilding, de una asilvestración forzada que no ha sido nunca patrimonio cultural ni histórico ni natural y quería saber qué opinión le merecen a usted esos planteamientos y cómo debería ser, en justicia, retribuido el medio rural, que hasta ahora ha estado haciendo de pulmón, de suministrador de alimentos, de agua hacia ese otro mundo urbano, desde el que lo vemos con displicencia, cuando realmente es nuestro principal suministrador y motor. En ese orden de cosas, una reflexión que nos hacemos a menudo es que nosotros, por las circunstancias del desarrollo histórico que no hemos tenido, resulta que ahora somos un territorio privilegiado en aspectos medioambientales y naturales, pero ¿hasta dónde ese privilegio puede convertirse en un arma en contra si precisamente es el que ahora impide que se haga, al menos, el mínimo desarrollo que necesita la población, el ser humano, para vivir en esos territorios? Es decir, ese pequeño conflicto entre un proteccionismo muy exacerbado frente a las capacidades de desarrollo que necesita el hombre que vive allí y que tiene que seguir custodiando el territorio. ¿Cómo veis ese posible conflicto de intereses que puede haber ahí? Básicamente, con eso es suficiente. ",2020-06-09,100
121,PRESIDENTE," Muchas gracias, señor Guitarte. Por el Grupo Euskal Herria Bildu, tiene la palabra la señora Aizpurua Arzallus. ",2020-06-09,100
122,AIZPURUA ARZALLUS," Gracias, presidente. Gracias, señor Segura, por sus explicaciones. Estoy francamente de acuerdo con todo lo que ha planteado, únicamente voy a plantear algunas reflexiones, que igual remachan aún más lo que ha dicho usted. Estoy de acuerdo y por ello creo que las decisiones que ahora se adopten van a ser cruciales para determinar el futuro, por eso es tan importante lo que se decida ahora hacer, tanto en el ámbito económico como en el social o en el ecológico. En el terreno de la economía ecológica pos-COVID-19 hay cinco líneas de actuación prioritaria que han definido en un manifiesto 345 profesores e investigadores de Aquitania, del País Vasco y de la Comunidad Autónoma de Navarra, que en cinco enunciados resumen claramente lo que habría que hacer. Los voy a resumir rápidamente. El primero sería el abandono del modelo de desarrollo centrado en el crecimiento del PIB únicamente. El segundo, el fomento de políticas de producción y consumo que tengan en cuenta los límites ecológicos. El tercero, una tributación ambiental progresiva que desincentive la contaminación, que es lo que está ocurriendo ahora. En cuarto lugar, lo que proponen es una transformación del sistema agrícola y alimentario hacia la soberanía alimentaria, basada naturalmente en la agroecología. Y, por último, apuestan por abandonar el modelo actual basado en grandes infraestructuras y modos de transporte que son insostenibles, que a eso también se ha referido usted. Y estoy de acuerdo, y me parece que está bien resumido, porque cuidar de la biodiversidad es efectivamente un seguro de vida para nuestra sociedad y, por tanto, es una inversión estratégica, y así la deberíamos contemplar. También estoy de acuerdo en que hace falta una acción urgente, decidida y drástica para poder planificar un futuro pospandemia y que esté basado en la economía ecológica. Es verdad que no nos podemos quedar atrás, sería un error estratégico de costes incalculables, y además paradójica y contrariamente es la mejor inversión que podríamos hacer para el futuro de las generaciones venideras. Y, sí, es el momento de comprometerse con el medio ambiente, de generar empleo verde, y no es tiempo ni de mantener incineradoras, ni vertederos privados, ni proyectos fósiles, ni tampoco de obras faraónicas. Hay una cuestión que cuando se habla del tema ecológico se deja de lado, y sin embargo a mí me parece que sí es importante, que es el plano educativo. Creo que hay que mirar también al plano educativo, que es importante abordar la materia en las aulas para que el alumnado pueda desenvolverse en la crisis actual, y actúe también como agente del cambio que hay que hacer perentoriamente, porque además lo que tenemos por delante son tiempos de fuertes convulsiones sociales y fuertes convulsiones ambientales también. Lo están diciendo todos los científicos, y parece que no nos damos cuenta, y tiene todo el sentido reparar en el ámbito educativo para prepararnos ante ese futuro. Y si no se toman medidas, esas convulsiones sociales van a ser muchas, el sufrimiento va a ser también tremendo, y parece también garantizado que el sufrimiento se va a extender a amplias capas de la población. También, por eso, una apuesta por la justicia y por la democracia tiene más sentido que nunca en estos momentos, y es verdad que con esta pandemia hemos extraído alguna serie de lecciones. Yo creo que nos ha servido bien para repensar algunas cosas, nos hemos dado cuenta de cosas que no hubiésemos imaginado y, de hecho, hemos vivido situaciones y hemos tomado decisiones que nos hubiesen parecido imposibles hace unos meses. Ha habido un aprendizaje, pero creo que ese aprendizaje se ha hecho muchas veces a golpe de shock, y ha sido mucho el aprendizaje realmente, pero me da un poco de miedo que ese aprendizaje sea demasiado frágil, que se nos olvide, porque creo que ahí está el mayor error que podríamos cometer en estos momentos. Por eso, creo que la educación es uno de los elementos que deberían contemplarse continuamente en este tema y hacer hincapié en ello. Creo que una juventud preparada es la que nos puede salvar el planeta y una juventud preparada y concienciada es la que va a determinar el futuro de nuestro planeta también. Gracias. ",2020-06-09,100
123,PRESIDENTE," Gracias, señora Aizpurua. Dos intervenciones por el Grupo Plural, en primer lugar, por Més Compromís tiene la palabra el señor Baldoví Roda. ",2020-06-09,100
124,BALDOVÍ RODA," Moltes gràcies, senyor president. A mí siempre me pasa una cosa, y es que cuando escucho esto estoy seguro de que aquí no habría nadie que no estuviera más o menos de acuerdo en todo lo que usted ha dicho, pero luego, a la hora de implementar las medidas, siempre ganan los malos -siempre pasa-, o los que defienden justamente intereses opuestos o bastante en desacuerdo con todo lo que usted ha expresado. Yo le preguntaría, ¿qué nos falta a todos para que empecemos a aprobar cosas en la línea de lo que viene diciendo? ¿Qué falta? Porque toda la gente está como muy concienciada respecto a todo esto, pero luego, a la hora de apoyar determinadas políticas, no las apoya como debería hacerlo. En segundo lugar, la educación para mí es fundamental. Yo reciclé porque mis hijas venían de la escuela y me decían: pare, esto lo tienes que tirar aquí o lo tienes que tirar allá, pero no es suficiente, porque al final todo el mundo se hace mayor e, insisto, pasa lo que pasa. En ese sentido siempre pienso que en educación unas medidas claras, entendibles y atractivas son importantes para la gente. Por eso, para que se quedaran algunas medidas atractivas y claras para la gente que nos está escuchando, si usted tuviera que destacar tres de todas las que están aquí, y que se le pudieran quedar hoy a la gente que nos está escuchando, cuáles destacaría. ",2020-06-09,100
125,PRESIDENTE," Gracias, señor Baldoví. Por Más País-Equo, tiene la palabra la señora Sabanés Nadal. ",2020-06-09,100
126,SABANÉS NADAL," Muchas gracias. Bienvenido, señor Segura, a esta Comisión. Le agradecemos no solo la intervención, sino también toda la documentación y el esfuerzo que de ella se extrae y la metodología, que igual nos podría enseñar algo en este sentido. Organizaciones diferentes que comparten una visión distinta, sin embargo, son capaces de presentar posiciones comunes para ir avanzando, cuestión que desde luego en el ámbito de la política hoy es bastante complicado, es muy difícil. Ya casi nadie, unos pocos sí, pero casi nadie niega la emergencia climática abiertamente, eso es una realidad hoy, de hecho nadie lo niega. Luego, cuando pasamos a la operativa, a las medidas y las prácticas, ya se hace prácticamente difícil encontrar el camino en la dirección de la transformación y de los cambios de una forma lo más consensuada posible. La primera pregunta, ¿por qué cree que esto se produce? Hay cosas que son evidentes, y pongo como ejemplo de bulo el caso de la contaminación en las ciudades, cuando se dice que no es el tráfico, y eso ha sido continuo. Ha pasado lo que ha pasado y trágicamente hemos aprendido que, efectivamente, es el tráfico y es el vehículo privado el que genera no solo la contaminación, sino los riesgos para la salud que usted planteaba, y se han dicho mil cosas. ¿Qué se puede hacer para avanzar? Quiero decir que es verdad que traumáticamente hemos sacado algunas lecciones, pero, ¿cuáles considera que son los riesgos? ¿Por qué operan quizá más los grupos de presión aquí que en otros sitios? ¿Por qué tienen cabida cosas que son evidentes, que científicamente no hay posibilidad de negar y, sin embargo, se niegan? ¿Por qué existe esta incapacidad? Más que nada, y teniendo en cuenta su metodología de acuerdos, querría saber si nos podrían aportar un poco de sentido común a la hora de trabajar metodológicamente las medidas que sean absolutamente imprescindibles. Muchísimas gracias. ",2020-06-09,100
127,PRESIDENTE," Muchas gracias, señora Sabanés. Por el Grupo Parlamentario Republicano tiene la palabra la señora Carvalho Dantas. ",2020-06-09,100
